id;cycle;s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s3;s4;s5;s6;s7;s8;s9;setting1;setting2
Engine_72;127;518,67;1,3;47,55;521,37;2388,09;8126,02;8,4134;0,03;395;2388;100;642,83;38,77;23,3261;1592,53;1405,34;14,62;21,61;553,31;2388,12;9048,18;0,0014;0,0002
Engine_72;128;518,67;1,3;47,51;521,31;2388,14;8120,48;8,4393;0,03;392;2388;100;642,44;38,96;23,32;1587,26;1412,87;14,62;21,61;553,3;2388,18;9045,9;0,0018;-0,0004
Engine_72;129;518,67;1,3;47,54;521,44;2388,13;8126,23;8,4082;0,03;393;2388;100;642,2;38,83;23,2383;1591,85;1405,09;14,62;21,61;553,67;2388,13;9038,41;0;-0,0003
Engine_72;130;518,67;1,3;47,62;521,06;2388,12;8129,1;8,422;0,03;394;2388;100;642,89;38,89;23,2856;1595,9;1417,28;14,62;21,61;553,36;2388,14;9044,79;0,0009;-0,0002
Engine_72;131;518,67;1,3;47,52;521,04;2388,08;8127,54;8,4256;0,03;392;2388;100;642,27;38,9;23,2871;1583,29;1406,35;14,62;21,61;553,53;2388,14;9044,53;0,0016;0
Engine_72;132;518,67;1,3;47,55;521,47;2388,12;8121,98;8,3928;0,03;394;2388;100;642,51;38,87;23,2743;1585,93;1410,78;14,62;21,61;553,3;2388,16;9038,23;-0,0011;0,0004
Engine_72;133;518,67;1,3;47,59;520,71;2388,17;8120,87;8,4524;0,03;394;2388;100;642,77;38,86;23,3481;1584,87;1414,29;14,62;21,61;553,03;2388,14;9035,19;-0,0014;0,0003
Engine_72;134;518,67;1,3;47,48;521,1;2388,14;8127,12;8,4299;0,03;394;2388;100;642,68;38,79;23,3118;1587,38;1402,77;14,62;21,61;552,94;2388,13;9044,7;-0,0012;0,0002
Engine_72;135;518,67;1,3;47,39;521,33;2388,16;8128,33;8,4621;0,03;395;2388;100;642,62;38,9;23,1745;1593,33;1410,48;14,62;21,61;553,22;2388,15;9037,22;0,002;-0,0003
Engine_72;136;518,67;1,3;47,5;521,68;2388,12;8128,36;8,436;0,03;394;2388;100;642,12;38,87;23,2867;1592,87;1412,73;14,62;21,61;553,75;2388,15;9044,07;-0,0026;0,0004
Engine_72;137;518,67;1,3;47,22;521,22;2388,13;8124,98;8,4994;0,03;393;2388;100;642,42;38,81;23,2565;1591,17;1413,19;14,62;21,61;553,43;2388,16;9038,89;0,0005;0,0002
Engine_72;138;518,67;1,3;47,43;521,29;2388,15;8129,75;8,4146;0,03;393;2388;100;642,74;38,59;23,2724;1591,88;1407,31;14,62;21,61;553,26;2388,11;9046,22;-0,0007;-0,0005
Engine_72;139;518,67;1,3;47,59;521,3;2388,1;8120,28;8,4203;0,03;394;2388;100;642,59;38,84;23,2388;1593,43;1415,19;14,62;21,61;553,01;2388,1;9042,67;-0,001;0,0004
Engine_72;140;518,67;1,3;47,68;521,03;2388,21;8127,79;8,4406;0,03;394;2388;100;642,16;38,77;23,1814;1594,3;1407,19;14,62;21,61;553,46;2388,17;9035,8;0,0044;-0,0002
Engine_72;141;518,67;1,3;47,61;521,38;2388,18;8120,16;8,4347;0,03;393;2388;100;642,48;38,84;23,3351;1593,56;1407,46;14,62;21,61;553,74;2388,13;9046,35;-0,0003;-0,0001
Engine_72;142;518,67;1,3;47,65;521,36;2388,11;8128,27;8,4229;0,03;393;2388;100;642,94;38,73;23,2584;1593,16;1411,91;14,62;21,61;553,61;2388,12;9047,86;-0,0002;0,0005
Engine_72;143;518,67;1,3;47,66;520,97;2388,13;8124,4;8,4384;0,03;394;2388;100;643,1;38,76;23,2942;1591,17;1409,48;14,62;21,61;553,23;2388,17;9042,55;-0,001;0,0002
Engine_72;144;518,67;1,3;47,49;520,98;2388,1;8126,04;8,42;0,03;393;2388;100;642,79;38,84;23,294;1588,02;1417,97;14,62;21,61;552,94;2388,16;9046,55;0,0032;-0,0002
Engine_72;145;518,67;1,3;47,58;521,04;2388,13;8119,3;8,4435;0,03;393;2388;100;642,35;38,62;23,2534;1590,63;1407,37;14,62;21,61;553,95;2388,12;9030,91;-0,0022;0,0002
Engine_72;146;518,67;1,3;47,37;520,81;2388,13;8125,74;8,4355;0,03;394;2388;100;642,52;38,72;23,2334;1586,52;1409,07;14,62;21,61;552,55;2388,14;9044,99;-0,0006;0
Engine_72;147;518,67;1,3;47,53;521,13;2388,15;8122,73;8,4515;0,03;391;2388;100;642,42;38,77;23,4248;1593,02;1411,88;14,62;21,61;552,74;2388,17;9034,68;0,0022;0,0004
Engine_72;148;518,67;1,3;47,36;521,46;2388,15;8122,83;8,468;0,03;393;2388;100;642,66;38,89;23,3415;1590,75;1415,82;14,62;21,61;553,65;2388,11;9044,88;-0,0003;0
Engine_72;149;518,67;1,3;47,6;521,25;2388,14;8115,64;8,4521;0,03;396;2388;100;642,51;38,82;23,3;1591,65;1404,71;14,62;21,61;552,93;2388,13;9048,57;-0,0051;0,0002
Engine_72;150;518,67;1,3;47,47;521,54;2388,16;8118,87;8,4032;0,03;394;2388;100;642,44;38,97;23,3032;1593,6;1404,11;14,62;21,61;553,42;2388,15;9046,6;0,0023;0,0001
Engine_72;151;518,67;1,3;47,65;521,26;2388,1;8123,17;8,4634;0,03;394;2388;100;642,65;38,66;23,2498;1593,66;1406,28;14,62;21,61;552,4;2388,12;9039,55;-0,0031;0
Engine_72;152;518,67;1,3;47,49;521,32;2388,16;8124,05;8,4555;0,03;393;2388;100;642,95;38,76;23,3037;1592,23;1412,44;14,62;21,61;552,26;2388,16;9046,63;0,0018;-0,0002
Engine_72;153;518,67;1,3;47,58;520,99;2388,13;8126,2;8,431;0,03;394;2388;100;642,6;38,63;23,2881;1589,29;1412,51;14,62;21,61;552,64;2388,17;9046,1;-0,0004;0,0004
Engine_72;154;518,67;1,3;47,71;521,25;2388,19;8120,12;8,4389;0,03;392;2388;100;642,76;38,65;23,2662;1585,89;1409,93;14,62;21,61;552,74;2388,18;9036,69;-0,0007;-0,0001
Engine_72;155;518,67;1,3;47,6;521,09;2388,2;8118,86;8,4104;0,03;394;2388;100;643,02;38,69;23,312;1589,53;1407,74;14,62;21,61;552,96;2388,16;9043,44;0,0025;0
Engine_72;156;518,67;1,3;47,49;520,85;2388,2;8120,19;8,4302;0,03;393;2388;100;642,83;38,57;23,2223;1588,22;1415,27;14,62;21,61;553,12;2388,14;9036,08;0,0002;0,0002
Engine_72;157;518,67;1,3;47,83;520,92;2388,18;8121,28;8,44;0,03;394;2388;100;642,73;38,66;23,2466;1588,79;1402,24;14,62;21,61;552,81;2388,18;9042,94;0,0025;0
Engine_72;158;518,67;1,3;47,77;520,95;2388,19;8120,85;8,4658;0,03;393;2388;100;642,85;39;23,2714;1595,82;1406,14;14,62;21,61;553,11;2388,18;9040,01;0,0033;0,0003
Engine_72;159;518,67;1,3;47,8;520,88;2388,17;8125,45;8,461;0,03;394;2388;100;643,26;38,82;23,2748;1596,98;1416,13;14,62;21,61;552,62;2388,14;9041,76;-0,0013;-0,0004
Engine_72;160;518,67;1,3;47,56;520,77;2388,18;8120,11;8,443;0,03;394;2388;100;643,04;38,86;23,2349;1599,27;1412,75;14,62;21,61;553,24;2388,16;9038,94;0,0007;0,0004
Engine_72;161;518,67;1,3;47,69;520,8;2388,15;8125,12;8,4792;0,03;395;2388;100;642,98;38,64;23,308;1592,37;1418,24;14,62;21,61;553,43;2388,21;9041,99;-0,0017;-0,0004
Engine_72;162;518,67;1,3;47,68;520,69;2388,18;8123,48;8,4698;0,03;394;2388;100;643,16;38,69;23,2613;1594,16;1408,01;14,62;21,61;552,75;2388,14;9044,17;0,0015;-0,0003
Engine_72;163;518,67;1,3;47,56;520,84;2388,12;8124,12;8,4382;0,03;393;2388;100;642,95;38,83;23,2288;1590,62;1419,3;14,62;21,61;552,89;2388,15;9044,16;-0,0016;0,0002
Engine_72;164;518,67;1,3;47,81;520,39;2388,16;8121,27;8,4412;0,03;395;2388;100;643,48;38,74;23,2951;1591,17;1413,76;14,62;21,61;552,22;2388,11;9043,4;0,0004;-0,0002
Engine_72;165;518,67;1,3;47,61;520,49;2388,22;8112,35;8,4569;0,03;393;2388;100;643,02;38,71;23,2389;1598,06;1418,62;14,62;21,61;553,77;2388,17;9035,85;0,0008;0,0002
Engine_72;166;518,67;1,3;47,58;521,11;2388,17;8117,75;8,4448;0,03;393;2388;100;643,1;38,67;23,1301;1597,46;1412,6;14,62;21,61;552,91;2388,13;9043,29;-0,0049;-0,0004
Engine_72;167;518,67;1,3;47,81;520,47;2388,18;8120,58;8,4568;0,03;393;2388;100;643,76;38,71;23,2907;1588,1;1411,58;14,62;21,61;552,58;2388,17;9045,39;-0,0014;-0,0001
Engine_72;168;518,67;1,3;47,84;520,38;2388,2;8118,19;8,463;0,03;395;2388;100;643,27;38,71;23,159;1590,65;1413,36;14,62;21,61;552,5;2388,23;9034,19;0,0007;-0,0004
Engine_72;169;518,67;1,3;47,89;521,26;2388,22;8115,89;8,4586;0,03;393;2388;100;643,04;38,65;23,2519;1590,72;1419,56;14,62;21,61;552,63;2388,2;9036,53;0,0007;0,0001
Engine_72;170;518,67;1,3;47,81;520,27;2388,16;8113,49;8,4597;0,03;394;2388;100;642,67;38,72;23,296;1590,08;1420,24;14,62;21,61;552,61;2388,18;9033,59;-0,0015;-0,0004
Engine_72;171;518,67;1,3;47,9;521,22;2388,19;8113,61;8,4434;0,03;393;2388;100;642,45;38,86;23,2047;1589,49;1406,46;14,62;21,61;552,98;2388,19;9042,45;0,0043;0,0005
Engine_72;172;518,67;1,3;47,79;520,55;2388,21;8119,34;8,4592;0,03;393;2388;100;642,34;38,8;23,2441;1596,86;1413,26;14,62;21,61;552,98;2388,2;9042,16;0,003;-0,0001
Engine_72;173;518,67;1,3;47,66;520,18;2388,11;8118,11;8,4593;0,03;395;2388;100;643,5;38,64;23,2048;1594,29;1422,07;14,62;21,61;553,19;2388,18;9035,26;0,0011;0,0003
Engine_72;174;518,67;1,3;47,76;520,78;2388,19;8113,66;8,495;0,03;394;2388;100;642,58;38,9;23,2908;1588,37;1424,51;14,62;21,61;552,69;2388,23;9037,07;-0,0008;0,0001
Engine_72;175;518,67;1,3;47,89;520,38;2388,21;8112,69;8,4746;0,03;394;2388;100;643,33;38,72;23,1389;1593,65;1412,19;14,62;21,61;552,22;2388,24;9030,85;-0,0006;-0,0001
Engine_72;176;518,67;1,3;47,87;521,02;2388,18;8120,41;8,4612;0,03;394;2388;100;643,12;38,75;23,2615;1596,98;1415,07;14,62;21,61;552,45;2388,22;9037,95;-0,0006;0,0002
Engine_72;177;518,67;1,3;47,92;520,5;2388,24;8119,04;8,4877;0,03;392;2388;100;643,28;38,62;23,0412;1595,03;1423,98;14,62;21,61;552,19;2388,23;9039,96;-0,0026;-0,0002
Engine_72;178;518,67;1,3;47,74;521,32;2388,19;8117,19;8,5403;0,03;394;2388;100;643,36;38,72;23,2104;1594,84;1421,1;14,62;21,61;551,87;2388,26;9039,02;0,0001;0,0003
Engine_72;179;518,67;1,3;47,98;520,07;2388,2;8114,48;8,4588;0,03;396;2388;100;643,07;38,69;23,1966;1585,8;1412,32;14,62;21,61;552,12;2388,18;9035,7;0,0003;-0,0002
Engine_72;180;518,67;1,3;47,84;520,78;2388,2;8115,45;8,4716;0,03;396;2388;100;643,63;38,52;23,2751;1592,67;1419,5;14,62;21,61;552,71;2388,2;9028,39;-0,0022;0,0002
Engine_72;181;518,67;1,3;47,89;520,61;2388,25;8119,77;8,4769;0,03;393;2388;100;643,36;38,77;23,2382;1598,76;1412,75;14,62;21,61;552,07;2388,24;9037,8;0,0006;-0,0003
Engine_72;182;518,67;1,3;47,61;520,91;2388,29;8112,65;8,465;0,03;394;2388;100;643,12;38,7;23,2426;1597,98;1415,85;14,62;21,61;552,39;2388,15;9034,86;0,0051;0,0002
Engine_72;183;518,67;1,3;48,04;520,82;2388,21;8119,56;8,4205;0,03;395;2388;100;643,12;38,65;23,1824;1600,23;1417,63;14,62;21,61;552,44;2388,22;9038,87;-0,0014;0
Engine_72;184;518,67;1,3;47,79;521,03;2388,23;8118,4;8,4974;0,03;395;2388;100;642,85;38,61;23,1739;1591,85;1424,38;14,62;21,61;552,42;2388,21;9034,08;-0,0022;-0,0004
Engine_72;185;518,67;1,3;47,99;520,6;2388,2;8113,03;8,4384;0,03;393;2388;100;642,96;38,67;23,1838;1597,53;1425,17;14,62;21,61;552,77;2388,2;9034,85;0,0019;0,0004
Engine_72;186;518,67;1,3;47,82;520,37;2388,21;8115,64;8,4784;0,03;394;2388;100;642,79;38,79;23,2751;1591,54;1416,52;14,62;21,61;552,53;2388,26;9039,93;-0,0019;0
Engine_72;187;518,67;1,3;47,83;520,85;2388,27;8115,65;8,4892;0,03;395;2388;100;643;38,46;23,1483;1595,57;1423,63;14,62;21,61;552,31;2388,2;9030,77;-0,001;-0,0002
Engine_72;188;518,67;1,3;47,85;520,2;2388,23;8112,78;8,4784;0,03;396;2388;100;643,24;38,73;23,1722;1601,17;1414,33;14,62;21,61;552,04;2388,28;9035,27;0,0011;-0,0002
Engine_72;189;518,67;1,3;47,94;520,08;2388,16;8109,8;8,493;0,03;394;2388;100;643,52;38,54;23,1882;1597,95;1423,87;14,62;21,61;552,22;2388,21;9031,18;0,0017;0,0002
Engine_72;190;518,67;1,3;47,9;520,17;2388,29;8107,62;8,486;0,03;394;2388;100;642,89;38,82;23,3064;1589,19;1418,5;14,62;21,61;552,43;2388,2;9032,96;0,001;-0,0004
Engine_72;191;518,67;1,3;47,9;519,83;2388,18;8111,86;8,4985;0,03;396;2388;100;643,69;38,69;23,1994;1598,54;1426,87;14,62;21,61;552,57;2388,25;9039,95;-0,0013;0
Engine_72;192;518,67;1,3;47,83;520,66;2388,23;8106,56;8,481;0,03;396;2388;100;642,97;38,65;23,1499;1588,67;1421,85;14,62;21,61;552,53;2388,26;9036,81;-0,0017;0,0005
Engine_72;193;518,67;1,3;47,97;520,3;2388,26;8112,38;8,4852;0,03;394;2388;100;642,9;38,62;23,1101;1588,52;1418;14,62;21,61;552,03;2388,25;9028,21;0,0054;0,0003
Engine_72;194;518,67;1,3;48,03;520,11;2388,24;8113,49;8,4897;0,03;395;2388;100;643,51;38,58;23,1617;1599,91;1417,67;14,62;21,61;552,42;2388,23;9031,19;-0,0005;-0,0002
Engine_72;195;518,67;1,3;47,85;519,95;2388,29;8113,86;8,507;0,03;394;2388;100;643,6;38,54;23,1961;1597,35;1421,79;14,62;21,61;551,62;2388,22;9026,19;0,003;0,0004
Engine_72;196;518,67;1,3;48,13;519,86;2388,26;8111,06;8,5309;0,03;394;2388;100;643,47;38,56;23,1307;1600,41;1431,82;14,62;21,61;551,87;2388,24;9039,99;0,0016;0,0002
Engine_72;197;518,67;1,3;48;520,29;2388,29;8106,14;8,4702;0,03;394;2388;100;643,41;38,54;23,1234;1598,87;1419,88;14,62;21,61;551,29;2388,24;9039,91;0,0011;0,0003
Engine_72;198;518,67;1,3;47,87;520,47;2388,28;8108,09;8,5234;0,03;396;2388;100;643,14;38,65;23,1465;1592,26;1425,92;14,62;21,61;552,13;2388,28;9036,48;0,0033;0,0001
Engine_72;199;518,67;1,3;48,03;520,08;2388,26;8110,4;8,497;0,03;395;2388;100;643,76;38,49;23,1716;1597,4;1428,75;14,62;21,61;551,86;2388,33;9029,54;-0,0004;0
Engine_72;200;518,67;1,3;48,11;519,54;2388,3;8113,17;8,4741;0,03;395;2388;100;643,4;38,54;23,0704;1598,37;1425,56;14,62;21,61;551,97;2388,28;9037,16;-0,0007;0,0001
Engine_72;201;518,67;1,3;48,01;519,69;2388,23;8111,01;8,513;0,03;395;2388;100;643,09;38,46;23,1764;1591,36;1422;14,62;21,61;551,31;2388,31;9032,61;0,0002;0,0004
Engine_72;202;518,67;1,3;48,06;519,85;2388,25;8112,98;8,4835;0,03;396;2388;100;642,93;38,57;23,0016;1601,62;1423,93;14,62;21,61;551,44;2388,25;9026,66;0,001;-0,0004
Engine_72;203;518,67;1,3;48,08;519,75;2388,23;8108;8,5218;0,03;397;2388;100;643,5;38,4;23,1053;1597,42;1430,48;14,62;21,61;551,85;2388,24;9030,09;0,0032;0,0005
Engine_72;204;518,67;1,3;47,92;519,32;2388,26;8108,91;8,5212;0,03;395;2388;100;643,33;38,48;23,0454;1598,5;1430,08;14,62;21,61;551,13;2388,29;9028,64;0,0012;0,0005
Engine_72;205;518,67;1,3;47,98;519,63;2388,27;8112,66;8,4834;0,03;396;2388;100;643,08;38,52;23,1502;1601,74;1423,58;14,62;21,61;551,87;2388,31;9026,75;0,0004;0,0004
Engine_72;206;518,67;1,3;47,98;520,06;2388,28;8105,22;8,5162;0,03;397;2388;100;642,99;38,41;23,0915;1601,84;1427,06;14,62;21,61;551,13;2388,29;9031,29;0,0004;-0,0001
Engine_72;207;518,67;1,3;48,26;519,44;2388,32;8099,94;8,5239;0,03;397;2388;100;643,66;38,46;22,9674;1606,65;1433,07;14,62;21,61;550,78;2388,34;9024,27;0,002;-0,0001
Engine_72;208;518,67;1,3;48,14;520,18;2388,29;8105,32;8,5017;0,03;395;2388;100;642,96;38,44;23,1472;1600,45;1424,75;14,62;21,61;552,18;2388,3;9030,67;-0,0048;-0,0002
Engine_72;209;518,67;1,3;48,23;519,86;2388,26;8104,82;8,5523;0,03;397;2388;100;644,31;38,44;23,0791;1598,38;1430,17;14,62;21,61;551,68;2388,34;9026,17;-0,0002;-0,0003
Engine_72;210;518,67;1,3;48,23;519,45;2388,3;8103,77;8,5114;0,03;396;2388;100;643,3;38,39;23,0848;1605,5;1428,53;14,62;21,61;551,91;2388,29;9029,88;0;-0,0002
Engine_72;211;518,67;1,3;48,15;519,62;2388,33;8103,98;8,5147;0,03;394;2388;100;643,72;38,51;23,0211;1600,33;1429,09;14,62;21,61;550,63;2388,34;9034,75;0,0011;0,0002
Engine_72;212;518,67;1,3;48,1;520,18;2388,3;8101,49;8,5229;0,03;395;2388;100;643,9;38,45;23,0712;1598,73;1436,24;14,62;21,61;550,68;2388,3;9028,24;0;0,0001
Engine_72;213;518,67;1,3;48,17;519,48;2388,36;8103,27;8,5519;0,03;395;2388;100;643,91;38,46;23,1649;1597,72;1427,84;14,62;21,61;550,89;2388,32;9033,07;0,0007;-0,0003
Engine_73;1;518,67;1,3;47,46;521,26;2388,11;8122,12;8,4092;0,03;394;2388;100;642,84;38,72;23,2402;1591,37;1408,94;14,62;21,61;553,29;2388,15;9042,35;0,0032;0,0005
Engine_73;2;518,67;1,3;47,57;521,06;2388,14;8120,45;8,4365;0,03;393;2388;100;642,46;38,85;23,2368;1594,55;1415,22;14,62;21,61;553,17;2388,15;9043,79;-0,0055;-0,0003
Engine_73;3;518,67;1,3;47,48;521,34;2388,1;8124,08;8,4456;0,03;392;2388;100;642,78;38,86;23,3427;1593,6;1411,45;14,62;21,61;553,06;2388,14;9039,49;-0,0004;0,0003
Engine_73;4;518,67;1,3;47,47;521,37;2388,13;8119,63;8,4621;0,03;392;2388;100;643,02;38,86;23,2171;1596,5;1403,71;14,62;21,61;552,7;2388,16;9041,15;-0,0022;0,0003
Engine_73;5;518,67;1,3;47,7;520,99;2388,1;8121,89;8,4456;0,03;392;2388;100;643,26;38,77;23,2411;1586,44;1410,37;14,62;21,61;553,29;2388,1;9042,72;0,0024;-0,0004
Engine_73;6;518,67;1,3;47,48;521,04;2388,17;8117,73;8,4794;0,03;393;2388;100;642,57;38,84;23,3956;1596,68;1414,12;14,62;21,61;553,15;2388,16;9038,84;-0,0005;0,0004
Engine_73;7;518,67;1,3;47,61;521,21;2388,11;8122,62;8,4211;0,03;394;2388;100;642,47;38,66;23,3231;1593,01;1409,35;14,62;21,61;553,1;2388,13;9037;-0,0025;0,0005
Engine_73;8;518,67;1,3;47,69;520,85;2388,1;8122,84;8,4295;0,03;393;2388;100;642,54;38,94;23,1835;1586,11;1402,54;14,62;21,61;553,86;2388,14;9035,87;0,004;0
Engine_73;9;518,67;1,3;47,53;521,38;2388,09;8121,09;8,4535;0,03;392;2388;100;642,89;38,94;23,3646;1587,95;1413,17;14,62;21,61;553,22;2388,12;9037,08;0,0007;0
Engine_73;10;518,67;1,3;47,44;521;2388,1;8122,34;8,4523;0,03;392;2388;100;643,07;38,92;23,3222;1586,84;1415,07;14,62;21,61;553;2388,19;9040,87;0,0007;0,0003
Engine_73;11;518,67;1,3;47,56;521,14;2388,11;8118,56;8,4535;0,03;394;2388;100;641,94;38,74;23,3484;1594,56;1407,69;14,62;21,61;552,68;2388,19;9042,28;0,0002;-0,0002
Engine_73;12;518,67;1,3;47,67;521,16;2388,17;8123,72;8,4598;0,03;393;2388;100;642,55;38,87;23,2067;1586,23;1402,49;14,62;21,61;553,5;2388,13;9045,61;0,0041;0,0002
Engine_73;13;518,67;1,3;47,56;521,05;2388,15;8121,57;8,4603;0,03;393;2388;100;642,84;38,77;23,2815;1592,06;1411,63;14,62;21,61;552,72;2388,12;9041,59;0,0012;0
Engine_73;14;518,67;1,3;47,53;521,09;2388,13;8115,13;8,4211;0,03;391;2388;100;642,39;38,71;23,2478;1587,75;1413,79;14,62;21,61;553,21;2388,15;9046,06;-0,0006;0,0002
Engine_73;15;518,67;1,3;47,58;521,06;2388,13;8122,33;8,4465;0,03;393;2388;100;642,47;38,67;23,2624;1589,55;1407,19;14,62;21,61;553,65;2388,15;9046,94;0,0018;-0,0002
Engine_73;16;518,67;1,3;47,57;521,06;2388,13;8125,62;8,4386;0,03;392;2388;100;642,42;38,9;23,2383;1592,53;1409,25;14,62;21,61;552,41;2388,15;9045,1;0,0016;-0,0002
Engine_73;17;518,67;1,3;47,49;521,73;2388,16;8125,12;8,4128;0,03;392;2388;100;642,82;38,75;23,3393;1593,18;1404,47;14,62;21,61;552,9;2388,1;9040,44;0,0002;-0,0002
Engine_73;18;518,67;1,3;47,63;520,85;2388,18;8124;8,4642;0,03;393;2388;100;642,65;38,78;23,3479;1599,46;1413,79;14,62;21,61;553,46;2388,11;9040,59;-0,0025;0,0002
Engine_73;19;518,67;1,3;47,53;520,68;2388,1;8120;8,4464;0,03;393;2388;100;642,64;38,67;23,216;1598,26;1409,78;14,62;21,61;553,41;2388,22;9043,35;0,0006;-0,0002
Engine_73;20;518,67;1,3;47,63;521,4;2388,19;8123,19;8,4223;0,03;393;2388;100;642,59;39,07;23,3653;1589,01;1406,02;14,62;21,61;553,29;2388,2;9044,56;0,0022;-0,0002
Engine_73;21;518,67;1,3;47,48;521,11;2388,13;8123,38;8,4234;0,03;394;2388;100;642,45;38,75;23,2525;1591,56;1404,15;14,62;21,61;553,36;2388,08;9044,77;0,0001;-0,0002
Engine_73;22;518,67;1,3;47,44;521,66;2388,13;8128,66;8,4472;0,03;393;2388;100;642,52;38,86;23,2328;1586,43;1414,03;14,62;21,61;553,42;2388,09;9039,8;0,0006;-0,0002
Engine_73;23;518,67;1,3;47,45;521,2;2388,18;8117,7;8,449;0,03;393;2388;100;642,83;38,96;23,3368;1592,5;1405,53;14,62;21,61;553,58;2388,11;9037,24;0,002;-0,0001
Engine_73;24;518,67;1,3;47,45;521,83;2388,15;8118,39;8,4488;0,03;394;2388;100;642,84;38,87;23,3439;1585,04;1411,79;14,62;21,61;552,36;2388,2;9038,38;0,0003;-0,0004
Engine_73;25;518,67;1,3;47,5;521,77;2388,14;8126,42;8,4562;0,03;394;2388;100;642,58;38,74;23,4097;1592,64;1403,69;14,62;21,61;553,48;2388,19;9039,91;-0,0024;0
Engine_73;26;518,67;1,3;47,39;521,46;2388,13;8125,87;8,4508;0,03;393;2388;100;642,24;38,78;23,3176;1589,12;1412,92;14,62;21,61;553,06;2388,08;9042,75;0,0004;-0,0005
Engine_73;27;518,67;1,3;47,5;521,43;2388,17;8127,22;8,4313;0,03;393;2388;100;642,65;38,84;23,2456;1586,44;1412,94;14,62;21,61;552,82;2388,12;9040,4;0,0027;0
Engine_73;28;518,67;1,3;47,61;521,21;2388,13;8125,33;8,4441;0,03;393;2388;100;642,78;38,91;23,1593;1585,79;1409,27;14,62;21,61;553,75;2388,19;9042,83;-0,0023;-0,0001
Engine_73;29;518,67;1,3;47,6;520,65;2388,13;8126,51;8,4318;0,03;393;2388;100;642,73;38,96;23,2469;1591,95;1410,52;14,62;21,61;553,18;2388,15;9039,79;-0,001;-0,0003
Engine_73;30;518,67;1,3;47,6;520,83;2388,14;8120,81;8,4135;0,03;393;2388;100;642,65;38,78;23,3942;1584,84;1408,8;14,62;21,61;552,56;2388,16;9041,55;0,0031;0,0001
Engine_73;31;518,67;1,3;47,8;521,63;2388,14;8124,02;8,4248;0,03;392;2388;100;642,87;38,89;23,3662;1588,28;1406,67;14,62;21,61;553,08;2388,19;9043,48;-0,0029;-0,0003
Engine_73;32;518,67;1,3;47,54;521,52;2388,13;8123,34;8,4438;0,03;392;2388;100;643,1;38,81;23,3359;1589,41;1404,87;14,62;21,61;553,18;2388,12;9043,1;-0,0016;0,0002
Engine_73;33;518,67;1,3;47,56;520,96;2388,15;8132,11;8,4309;0,03;391;2388;100;642,55;38,86;23,2887;1587,23;1412,66;14,62;21,61;553,64;2388,14;9043,12;0,0021;-0,0002
Engine_73;34;518,67;1,3;47,55;521,74;2388,13;8125,27;8,437;0,03;395;2388;100;642,36;38,85;23,2974;1593,64;1411,79;14,62;21,61;553,93;2388,07;9046,43;-0,0018;-0,0002
Engine_73;35;518,67;1,3;47,6;521,24;2388,14;8119,64;8,4741;0,03;394;2388;100;642,47;38,77;23,3597;1587,35;1406,13;14,62;21,61;553,62;2388,09;9041,47;0;-0,0003
Engine_73;36;518,67;1,3;47,59;521,33;2388,15;8116,17;8,4505;0,03;394;2388;100;643,13;38,9;23,1933;1584,84;1397,25;14,62;21,61;553,31;2388,12;9039,88;0,0001;-0,0003
Engine_73;37;518,67;1,3;47,51;521,4;2388,15;8124,5;8,45;0,03;393;2388;100;642,83;38,64;23,3026;1587,91;1414,6;14,62;21,61;553,35;2388,2;9041,17;0,0006;-0,0002
Engine_73;38;518,67;1,3;47,4;521,07;2388,14;8120,11;8,4316;0,03;393;2388;100;642,58;38,73;23,2314;1598,22;1413,7;14,62;21,61;552,57;2388,16;9042,23;-0,0036;0
Engine_73;39;518,67;1,3;47,69;520,27;2388,11;8119,99;8,4554;0,03;392;2388;100;642,74;39,02;23,3392;1586,76;1412,99;14,62;21,61;553,65;2388,16;9038,31;0,0011;-0,0001
Engine_73;40;518,67;1,3;47,55;522,01;2388,16;8119,83;8,4762;0,03;393;2388;100;642,6;38,83;23,3191;1590,17;1410,02;14,62;21,61;553,01;2388,13;9043,54;-0,001;-0,0002
Engine_73;41;518,67;1,3;47,6;521,15;2388,16;8118,07;8,4326;0,03;394;2388;100;642,76;38,75;23,3459;1588,2;1412,26;14,62;21,61;553,35;2388,11;9039,83;-0,0035;0,0004
Engine_73;42;518,67;1,3;47,58;521,17;2388,08;8114,5;8,4846;0,03;393;2388;100;642,83;38,87;23,3298;1587,98;1409,48;14,62;21,61;553,2;2388,18;9032,56;-0,0019;-0,0003
Engine_73;43;518,67;1,3;47,71;521,49;2388,12;8123,58;8,4483;0,03;392;2388;100;642,8;38,83;23,3065;1585,52;1410,93;14,62;21,61;552,99;2388,15;9034,24;-0,0005;-0,0002
Engine_73;44;518,67;1,3;47,6;521,22;2388,18;8119,02;8,446;0,03;393;2388;100;642,47;38,75;23,2675;1592,69;1403,67;14,62;21,61;553,35;2388,16;9047,36;-0,0024;-0,0002
Engine_73;45;518,67;1,3;47,78;521,33;2388,12;8125,44;8,4545;0,03;393;2388;100;642,71;38,89;23,1831;1592,13;1408,74;14,62;21,61;553,11;2388,11;9040,78;0,0001;0,0004
